Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-11-18 00:00:00-05:00,27.46622197442286,30.18266434046529,24.146129862746886,26.56074333190918,62546380,0.0,0.0
1999-11-19 00:00:00-05:00,25.919361004440052,25.95709062293789,24.03294607418801,24.372501373291016,15234146,0.0,0.0
1999-11-22 00:00:00-05:00,24.938424479759032,26.56074333190918,24.183857871247397,26.56074333190918,6577870,0.0,0.0
1999-11-23 00:00:00-05:00,25.655258756149664,26.334369233211376,24.14612579345703,24.14612579345703,5975611,0.0,0.0
1999-11-24 00:00:00-05:00,24.221581291931937,25.315702916252057,24.146123684612483,24.787506103515625,4843231,0.0,0.0
1999-11-26 00:00:00-05:00,24.674319221324,25.051602409535377,24.598863227531666,24.862960815429688,1729466,0.0,0.0
1999-11-29 00:00:00-05:00,24.7497757623704,25.617526092233938,24.48567657618384,25.428884506225586,4074751,0.0,0.0
1999-11-30 00:00:00-05:00,25.35343386505505,25.919358778415102,24.71205294043041,25.46661949157715,4310034,0.0,0.0
1999-12-01 00:00:00-05:00,25.466612416696325,26.22117875821695,25.27797083131617,25.91935157775879,2957329,0.0,0.0
1999-12-02 00:00:00-05:00,26.40982461200841,27.164392685108687,26.070269381519545,26.636194229125977,3069868,0.0,0.0
1999-12-03 00:00:00-05:00,27.12666909557375,27.579408430303964,26.749385780090105,26.86256980895996,3041629,0.0,0.0
1999-12-06 00:00:00-05:00,27.315304954725534,28.032141814271466,27.27757534348623,27.61713218688965,2250780,0.0,0.0
1999-12-07 00:00:00-05:00,27.617142592468564,27.768054655786173,26.749390180264022,27.31531524658203,2215970,0.0,0.0
1999-12-08 00:00:00-05:00,27.315313699245518,27.54168178139881,27.051215993774445,27.277584075927734,1887859,0.0,0.0
1999-12-09 00:00:00-05:00,27.31530779078722,27.730320680508612,27.31530779078722,27.654861450195312,2029057,0.0,0.0
1999-12-10 00:00:00-05:00,27.579404117515843,27.730319351660086,27.013479232788086,27.013479232788086,1664738,0.0,0.0
1999-12-13 00:00:00-05:00,27.46621322631836,27.918955622625532,26.787104460732095,27.46621322631836,4020508,0.0,0.0
1999-12-14 00:00:00-05:00,27.390761943407448,27.390761943407448,25.391161689660816,25.95708656311035,2328928,0.0,0.0
1999-12-15 00:00:00-05:00,25.353427271583776,25.542070469936696,24.74977611920358,25.16478729248047,2917766,0.0,0.0
1999-12-16 00:00:00-05:00,25.353423535724104,28.52260208129883,25.353423535724104,28.522602081298828,2583923,0.0,0.0
1999-12-17 00:00:00-05:00,27.994423394991408,28.44716276255104,27.42849838072911,27.73032569885254,3708055,0.0,0.0
1999-12-20 00:00:00-05:00,27.91896418253581,28.333973880725814,27.843504947182485,28.296247482299805,1196828,0.0,0.0
1999-12-21 00:00:00-05:00,28.183063864149464,28.183063864149464,27.76805091702743,28.145334243774414,2259448,0.0,0.0
1999-12-22 00:00:00-05:00,28.145325491048467,28.71125030517578,27.956683886339363,28.71125030517578,1905754,0.0,0.0
1999-12-23 00:00:00-05:00,28.673529911624446,30.18266306486784,28.635800295093137,30.031747817993164,2159491,0.0,0.0
1999-12-27 00:00:00-05:00,30.14491540247237,32.10678668338977,29.91854427729979,31.88041877746582,2029616,0.0,0.0
1999-12-28 00:00:00-05:00,32.74819151049037,37.12467956542969,32.55954983948869,37.12467956542969,3560007,0.0,0.0
